Everyman's Library 234,750-999,1
Everyman's Library Classics,>=1000,1
Everymans Library,250-499,1
Exact Change,250-499,1
Express Publishing,<250,1
F & W Publications Inc.,<250,1
F. Meiner,250-499,1
FASA Corp.,250-499,1
FASA Corporation,<250,1
FT Press,250-499,1
Fab Press,500-749,1
Faber  Faber,250-499,5
Faber  Faber,500-749,1
Faber  Faber,<250,4
Faber & Faber,250-499,5
Faber & Faber,500-749,2
Faber & Faber,750-999,1
Faber & Faber,<250,6
Faber & Faber,>=1000,1
Faber & Faber Limited,<250,1
Faber & Faber Ltd.,250-499,1
Faber and Faber,250-499,4
Faber and Faber,500-749,2
Faber and Faber,<250,7
Faber and Faber & Penguin India,250-499,1
FaithWords,250-499,2
FaithWords,500-749,1
Fandemonium Books,<250,1
Fanfare,250-499,2
Fanfare,<250,1
Fantagraphics,<250,3
Fantagraphics Books,<250,1
Fantasy Flight Games,<250,1
Farrar  Straus & Giroux,<250,2
Farrar  Straus and Giroux,250-499,16
Farrar  Straus and Giroux,500-749,8
Farrar  Straus and Giroux,750-999,1
Farrar  Straus and Giroux,<250,16
Farrar  Straus and Giroux (BYR),<250,1
Farrar  Straus and Giroux (NY),500-749,1
Farrar  Strauss & Giroux-3pl,250-499,1
Farrar Straus Giroux,250-499,2
Farrar Straus Giroux,<250,8
Farrar Straus and Giroux,<250,2
Fawcett,250-499,11
Fawcett,<250,9
Fawcett Books,250-499,7
Fawcett Books,750-999,1
Fawcett Books,<250,2
Fawcett Books,>=1000,1
Fawcett Coventry,<250,1
Fawcett Crest,250-499,1
Fawcett Crest Books,250-499,1
Fawcett Crest Books,750-999,1
Fawcett crest,<250,1
Feiwel & Friends,<250,1
Fellowship for the Performance,<250,1
Felony & Mayhem,250-499,1
Feminist Press,250-499,1
Feral House,250-499,2
Festival,<250,1
Festival Books,<250,1
Filiquarian Publishing  LLC.,<250,3
Findakly,<250,1
Firebird,250-499,11
Firebird,500-749,1
Firebird,<250,4
Firebird Books,<250,2
Firebrand Books,250-499,1
Firelight Press,250-499,1
Fireside,500-749,1
Fireside,<250,1
Fireside Books,250-499,1
First Avenue Editions (Tm),<250,1
Fischer (Tb.),250-499,1
Fischer TB,<250,1
Fischer Taschenbuch Verlag,250-499,1
Fithian Press,250-499,1
Five Star (ME),250-499,1
Five Star Trade,<250,1
Flamingo,250-499,2
Flamingo,<250,2
Fleming H Revell Co,<250,1
Fleming H. Revell Company,250-499,1
Focal Press,250-499,2
Focal Press,500-749,1
Focus,<250,3
Focus Publishing/R. Pullins Company,<250,1
Focus on the Family Publishing,250-499,1
Fodor's,250-499,1
Folio,500-749,1
Folio,750-999,1
Folio histoire,500-749,1
FonoLibro,<250,1
Fontana,250-499,1
Fontana,500-749,1
Fontana Books,500-749,1
Fontana Press,<250,1
For Dummies,250-499,9
Forge,250-499,3
Forge Books,250-499,4
Forge Books,500-749,1
Fortress Press,<250,1
Fount,250-499,1
Four Ninety-Eight Productions,250-499,1
Four Walls Eight Windows Press,<250,1
Fourth Estate,250-499,3
Fourth Estate,500-749,1
Fourth Estate (GB),500-749,1
Fourth Estate Ltd,250-499,1
Fourth Estate Paperbacks,500-749,1
Franklin Watts,<250,1
Frederick P. Lenz Foundation for American Buddhism,250-499,1
Frederick P. Lenz Foundation for American Buddhism,<250,1
Fredonia Books (NL),250-499,3
Free Press,250-499,25
Free Press,500-749,1
Free Press,<250,2
Free Spirit Publishing,<250,1
French & European,250-499,1
French & European Publications,<250,1
French & European Pubns,<250,1
Fulcrum Publishing,<250,1
Futura,500-749,1
G. P. Putnam's Sons,<250,1
G.P. Putnam's Sons,250-499,34
G.P. Putnam's Sons,500-749,5
G.P. Putnam's Sons,750-999,1
G.P. Putnam's Sons Books for Young Readers,<250,3
Gaia Books,250-499,1
Galahad Books,500-749,2
Gale Cengage,250-499,1
Gallery / Saga Press,<250,1
Gallery Books,250-499,10
Gallery Books,500-749,1
Gallery Books,<250,5
Gallimard,250-499,6
Gallimard,<250,9
Gallimard,>=1000,1
Gallimard Education,<250,2
Gallimard Jeunesse,<250,2
Gallopade International,<250,1
Gamble Guides,<250,1
Games Workshop,500-749,1
Games Workshop,750-999,1
Games Workshop(uk),250-499,1
Games Workshop(uk),750-999,1
Gardners Books,250-499,1
Gardners Books,<250,1
Gauntlet Press,250-499,1
Gauntlet Press,500-749,1
Geddes & Grosset,<250,1
Gemstone Publishing,250-499,1
Gemstone Publishing,<250,2
Geoplaneta,250-499,1
George Braziller,<250,1
George Braziller Inc.,<250,1
Gibbs Smith,250-499,2
Gibbs Smith,<250,2
Gibbs Smith Publishers,250-499,1
Gibbs Smith Publishers,<250,1
Gingko Press,500-749,1
Gingko Press,<250,1
Globe,<250,1
Glénat,250-499,1
Glénat,<250,8
Godsfield Press Ltd,<250,1
Gold Eagle,250-499,5
Gold Eagle,<250,1
Golden Books,<250,3
Golden Gryphon Press,250-499,1
Golden Gryphon Press,<250,1
Golden/Disney,<250,3
Goldmann,250-499,5
Goldmann,500-749,2
Goldmann,<250,1
Goldmann Verlag,250-499,1
Gollancz,250-499,1
Gollancz,500-749,1
Gollancz,<250,5
Gollehon Books,250-499,1
Gotham,<250,1
Grafton,250-499,1
Gramedia Pustaka Utama,<250,1
Gramercy,500-749,2
Gramercy,750-999,1
Gramercy,<250,1
Gramercy,>=1000,1
Gramercy Books,250-499,4
Gramercy Books,500-749,3
Gramercy Books,750-999,1
Gramercy Books,<250,3
Gramercy Books,>=1000,2
Grand Central,250-499,1
Grand Central Life & Style,500-749,1
Grand Central Publishing,250-499,47
Grand Central Publishing,500-749,11
Grand Central Publishing,750-999,2
Grand Central Publishing,<250,16
Grand Central Publishing (Formerly Warner Books),500-749,1
Grand Central Publishing (Formerly Warner Books),<250,1
Granta,250-499,1
Granta Books,250-499,1
Granta UK,250-499,1
Granta UK,<250,1
Graphics Press,<250,1
Graphics Press LLC,<250,1
Grasset,250-499,2
Graywolf Press,<250,2
Green Integer,250-499,1
Green Integer,<250,1
Green Ronin Publishing,250-499,1
Greenery Press (CA),<250,1
Greenwillow Books,250-499,3
Greenwillow Books,500-749,2
Greenwillow Books,<250,11
Greenwood,250-499,1
Greenwood Press,<250,1
Griffin,250-499,1
Griffin,750-999,2
Grijalbo,250-499,1
Grijalbo Mondadori Sa,250-499,1
Grosset & Dunlap,250-499,1
Grosset & Dunlap,<250,9
Grove Press,250-499,14
Grove Press,500-749,3
Grove Press,750-999,1
Grove Press,<250,21
Grove Press  Black Cat,250-499,1
Grove Press  Granta,250-499,1
Grove Press  Open City Books,<250,2
Grove Press (NYC),750-999,1
Grove Weidenfeld,<250,1
Grove/Atlantic  Inc.,<250,1
Grupo Editorial Norma  S.A.,<250,1
Grupo Océano,250-499,1
Gun Digest Books,250-499,1
Gurze Books,250-499,1
Gürze Books,250-499,1
HJ Kramer,<250,2
HMH Books for Young Readers,250-499,6
HMH Books for Young Readers,<250,25
HQN,250-499,1
HQN,500-749,1
HQN Books,250-499,1
Hachette,250-499,1
Hachette,<250,1
Hachette Audio,<250,3
Hachette Books,250-499,14
Hachette Books,500-749,2
Hachette Books,750-999,1
Hachette Books,<250,5
Hachette Children's,<250,1
Hachette Jeunesse,250-499,1
Hachette Littérature,250-499,1
Hackett Publ. Co Inc,250-499,2
Hackett Publishing Company,<250,1
Hackett Publishing Company  Inc.,250-499,10
Hackett Publishing Company  Inc.,500-749,3
Hackett Publishing Company  Inc.,<250,15
Hackett Publishing Company  Inc.,>=1000,3
Hackett Publishing Company  Inc. (USA),250-499,1
Hackett Publishing Company (Indianapolis  IN),250-499,1
Hakusen Sha,<250,1
Hal Leonard Pub Corp,<250,1
Hal Leonard Publishing Corporation,250-499,1
Hal Leonard Publishing Corporation,<250,1
Hamish Hamilton,<250,1
Hamish Hamilton Ltd,250-499,1
Hamish hamilton,250-499,1
Hampton Roads Publishing Company,250-499,3
Harbor Press,250-499,1
Harcourt,250-499,7
Harcourt,500-749,1
Harcourt,<250,3
Harcourt  Brace  Jovanovich,250-499,1
Harcourt  Brace Jovanovich/Harvest,<250,1
Harcourt  Inc.(Harvest Book),<250,1
Harcourt Brace,250-499,1
Harcourt Brace,500-749,1
Harcourt Brace & Company,<250,1
Harcourt Brace & company,250-499,1
Harcourt Brace Jovanovich,250-499,1
Harcourt Brace Jovanovich,<250,1
Harcourt Brace Jovanovich (NY),<250,1
Harcourt Children's Books,250-499,1
Hard Crime Case,250-499,1
Hard Crime Case,<250,2
Hard Press,<250,4
Harlequin,250-499,4
Harlequin,500-749,1
Harlequin,<250,2
Harlequin American Romance,<250,1
Harlequin Anthologies,250-499,1
Harlequin Blaze,250-499,1
Harlequin Blaze,<250,2
Harlequin Books,250-499,1
Harlequin Books,<250,1
Harlequin Historical,250-499,3
Harlequin Presents,<250,4
Harlequin Readers' Choice,<250,1
Harlequin Romance,<250,2
Harlequin Special Releases,250-499,2
Harlequin Superromance,250-499,1
Harlequin Temptation,<250,2
Harmony,250-499,9
Harmony,<250,3
Harper,250-499,24
Harper,500-749,7
Harper,750-999,1
Harper,<250,8
Harper & Row,<250,1
Harper & Row (NYC et al.),<250,1
Harper Audio,<250,1
Harper Business,250-499,6
Harper Business,<250,3
Harper Collins,250-499,1
Harper Collins,500-749,1
Harper Collins,<250,1
Harper Design,250-499,1
Harper Element,<250,1
Harper Paperbacks,250-499,7
Harper Paperbacks,<250,1
Harper Perennial,250-499,74
Harper Perennial,500-749,12
Harper Perennial,750-999,4
Harper Perennial,<250,21
Harper Perennial,>=1000,1
Harper Perennial (HarperCollins),250-499,1
Harper Perennial (NYC),500-749,1
Harper Perennial Classics,250-499,1
Harper Perennial Modern Classics,250-499,15
Harper Perennial Modern Classics,500-749,5
Harper Perennial Modern Classics,750-999,1
Harper Perennial Modern Classics,<250,5
Harper Teen,250-499,1
Harper Trophy,250-499,1
Harper Trophy,<250,1
Harper Voyager,250-499,10
Harper Voyager,500-749,4
Harper Voyager,750-999,3
Harper Voyager,<250,3
HarperAudio,<250,8
HarperCollins,250-499,39
HarperCollins,500-749,5
HarperCollins,750-999,2
HarperCollins,<250,65
HarperCollins,>=1000,1
HarperCollins (SanFrancisco),<250,1
HarperCollins Espanol,250-499,3
HarperCollins Espanol,750-999,1
HarperCollins Espanol,<250,1
HarperCollins Leadership,250-499,1
HarperCollins Leadership,<250,1
HarperCollins Perennial,750-999,1
HarperCollins Publishers,250-499,16
HarperCollins Publishers,500-749,10
HarperCollins Publishers,750-999,1
HarperCollins Publishers,<250,20
HarperCollins Publishers,>=1000,1
HarperCollins Publishers  Inc.,<250,1
HarperCollins Publishers Ltd,250-499,2
HarperCollins Publishers Ltd,500-749,1
HarperCollins Publishers Ltd,<250,3
HarperCollins UK,<250,1
HarperCollinsChildren’sBooks,<250,4
HarperCollinsPublishers,250-499,1
HarperCollinsPublishers,<250,2
HarperEntertainment,250-499,2
HarperEntertainment,750-999,1
HarperEntertainment,<250,2
HarperFestival,<250,4
HarperLargePrint,500-749,1
HarperOne,250-499,15
HarperOne,500-749,1
HarperOne,<250,17
HarperOne,>=1000,2
HarperPaperbacks,500-749,1
HarperPerennial,250-499,2
HarperPerennial,500-749,2
HarperPerennial / Perennial Classics,250-499,1
HarperPrism,250-499,1
HarperResource,<250,1
HarperSanFrancisco,<250,1
HarperTeen,250-499,2
HarperTeen,<250,8
HarperTempest,250-499,3
HarperTorch,250-499,32
HarperTorch,500-749,11
HarperTorch,750-999,1
HarperTorch,<250,4
HarperTorch (an imprint of HarperCollins Publishers),<250,1
HarperTrophy,250-499,13
HarperTrophy,<250,6
HarperVoyager,500-749,1
Harpercollins,250-499,1
Harpercollins Children's Books,<250,1
Harpercollins Childrens Books,<250,1
Harpperen,250-499,1
Harpperen,500-749,1
Harrison House,<250,1
Harry N. Abrams,250-499,23
Harry N. Abrams,500-749,3
Harry N. Abrams,750-999,1
Harry N. Abrams,<250,18
Hartley & Marks Publishers,250-499,1
Hartorch,250-499,1
Harvard Business Review Press,250-499,1
Harvard Business Review Press,<250,2
Harvard Common Press,250-499,2
Harvard Common Press,500-749,1
Harvard University Press,250-499,21
Harvard University Press,500-749,5
Harvard University Press,750-999,1
Harvard University Press,<250,10
Harvard University Press,>=1000,1
Harvard University Press (Cambridge  MA)/Wm Heinemann Ltd. (London),250-499,1
Harvard University Press (Cambridge),500-749,1
Harvard University Press (Cambridge),<250,1
Harvest / Harcourt,500-749,1
Harvest Books,250-499,1
Harvest Books/Harcourt,<250,1
Harvest House Publishers,250-499,4
Harvest House Publishers,<250,7
Harvill Press,250-499,2
Harvill Press,500-749,1
Haus Publishing,<250,1
Hawthorne Books,250-499,1
Hay House,250-499,2
Hay House,<250,5
Haymarket Books,<250,2
Haynes Manuals N. America  Inc.,250-499,1
Haynes Manuals N. America  Inc.,<250,1
Hazelden Publishing,<250,1
Hci,250-499,1
Headline,250-499,10
Headline,500-749,2
Headline,<250,2
Headline Book Pub Ltd,500-749,1
Headline Book Publishing,250-499,4
Headline Feature,250-499,1
Headline Review,250-499,7
Headline Review,500-749,4
Healing Arts Press,<250,2
Health Communications,250-499,1
Health Communications Inc,250-499,1
Health Communications Inc,500-749,1
Hearst Communications,500-749,1
Heinemann,<250,1
Heinemann Drama,<250,1
Heinemann Educational Books,<250,3
Heinemann Library,250-499,1
Heinemann Library,<250,1
Heinemann-Octopus,750-999,1
Heinle,500-749,1
Helen Marx Books,<250,1
Henry Holt,<250,1
Henry Holt & Company,250-499,1
Henry Holt & Company,<250,1
Henry Holt and Co.,<250,1
Henry Holt and Co. (BYR),<250,3
Henry Holt and Company,250-499,2
Here's Life Publishers,<250,1
Hesperus Press,<250,2
Heyne,250-499,3
Heyne,500-749,3
Heyne,<250,1
Heyne,>=1000,1
High Point Media,250-499,1
High Roads Media,250-499,1
HighBridge Company,<250,2
Highbridge Audio,<250,1
Hill & Wang,<250,1
Hill & Wang Publ. (NY),250-499,1
Hill and Wang,250-499,2
Hill and Wang,<250,4
Hiperión,<250,1
Hippo/Scholastic,>=1000,1
History Press Ltd,<250,1
Hodder,250-499,2
Hodder,<250,3
Hodder & Stoughton,250-499,3
Hodder & Stoughton,500-749,3
Hodder & Stoughton,>=1000,1
Hodder & Stoughton Educational Division,<250,1
Hodder & Stoughton Ltd,500-749,2
Hodder Audio,<250,1
Hodder Children's Books,<250,3
Hodder Mobius,<250,1
Hodder Wayland,<250,1
Hodder and Stoughton,250-499,1
Holiday House,<250,3
Holloway House,250-499,1
Holloway House,<250,1
Holt  Rinehart and Winston  Inc.,<250,1
Holt McDougal,250-499,4
Holt McDougal,500-749,1
Holt McDougal,750-999,1
Holt Paperbacks,250-499,2
Holt Paperbacks,500-749,3
Holt Paperbacks,<250,1
Honor Books,<250,2
Houghton Mifflin,250-499,9
Houghton Mifflin,500-749,2
Houghton Mifflin,<250,5
Houghton Mifflin,>=1000,3
Houghton Mifflin Co. (Boston/NY),250-499,1
Houghton Mifflin Company,250-499,2
Houghton Mifflin Company,500-749,2
Houghton Mifflin Company,<250,4
Houghton Mifflin Harcourt,250-499,14
Houghton Mifflin Harcourt,500-749,1
Houghton Mifflin Harcourt,750-999,1
Houghton Mifflin Harcourt,<250,18
Houghton Mifflin Harcourt,>=1000,5
Houghton Mifflin Harcourt P,250-499,1
Houghton Mifflin Harcourt P,<250,1
Houghton Mifflin/Seymour Lawrence,250-499,1
House of Anansi Press,250-499,1
House of Stratus,250-499,1
Hovel Audio,<250,2
Howard Books,250-499,2
Howard Publishing Co,250-499,1
Howard University Press,250-499,1
Hqn,250-499,2
Hub City Press,<250,1
Hungry Minds,250-499,1
Hungry Minds,<250,1
Hyperio,<250,1
Hyperion,250-499,3
Hyperion,<250,2
Hyperion Books,250-499,2
Hyperion Books,500-749,1
Hyperion Books,<250,1
Hyperion Books for Children,<250,2
Hyperion Paperbacks,250-499,1
IDW Publishing,<250,3
IVP Academic,500-749,1
IVP Academic,<250,2
IVP Books,250-499,1
IVP Books,<250,1
Icon Books,<250,3
Ig Publishing,<250,1
Ignatius Press,250-499,6
Ignatius Press,<250,3
Image,<250,1
Image Comics,250-499,1
Image Comics,<250,3
Impact,250-499,1
Impact,<250,1
Imprint Academic,250-499,1
Indiana University Press,250-499,4
Indiana University Press,<250,3
Indigo,250-499,1
IndyPublish.com,250-499,1
Inkling Books,250-499,1
Inner City Books,<250,1
Inner Light - Global Communications,<250,1
Inner Traditions,250-499,1
Inner Traditions International,500-749,1
Insel,250-499,1
Insel  Frankfurt,<250,1
Insight International,<250,1
Inter Varsity Press,250-499,1
Inter-Varsity Press,250-499,1
InterVarsity Press,<250,1
Intercultural Publishing,<250,1
Interlink Publishing Group,250-499,1
International Code Council,500-749,2
International Polygonics,250-499,1
International Publishers,<250,1
International Publishers (NYC),<250,1
Island,500-749,1
Island Books,250-499,1
Island Press,250-499,1
It Books,250-499,3
It Books,500-749,2
It Books,<250,3
Ivan R. Dee,250-499,1
Ivan R. Dee  Publisher,250-499,1
Ivan R. Dee Publisher,250-499,2
Ivan R. Dee Publisher,<250,2
Ivy Books,250-499,6
Ivy Books,<250,2
"Izdavačka agencija ""Draganić""",<250,1
J'AI LU,250-499,1
J'ai Lu,250-499,2
J'ai Lu,<250,8
J'ai lu,500-749,2
J'ai lu,<250,6
Jane Nissen Books,250-499,1
Jessica Kingsley Publishers,<250,1
Jimmy Patterson,<250,1
Joanna Cotler Books,<250,1
Joanna Cotler Books/HarperCollinsPublishers,<250,1
John F. Blair  Publisher,250-499,1
John F. Blair  Publisher,<250,1
John Wiley,250-499,1
John Wiley & Sons,250-499,5
John Wiley & Sons,500-749,1
John Wiley & Sons,<250,2
Johns Hopkins University Press,250-499,4
Johns Hopkins University Press,500-749,2
Johns Hopkins University Press,750-999,1
Johns Hopkins University Press,<250,1
Johnson Publishing Company (IL),750-999,1
Jonathan Cape,250-499,3
Jonathan Cape,<250,4
Jones & Bartlett Publishers,500-749,1
Jones Books,<250,1
Joshua Odell Editions,<250,1
Jossey-Bass,250-499,3
Jossey-Bass,<250,5
Jove,250-499,15
Jove,500-749,2
Jove,<250,1
Jove,>=1000,1
Jove Books,250-499,6
Jove Books,<250,1
Julia MacRae,250-499,2
Julie Andrews Collection,<250,1
Jump At The Sun,<250,1
Jump at the Sun,<250,1
K.G. Saur Verlag,250-499,1
Kabel  Verlag GmbH Ernst,250-499,1
Kaplan,250-499,2
Kaplan,500-749,2
Kaplan Publishing,250-499,1
Keep It Simple Books,<250,2
Kensington,250-499,14
Kensington,<250,1
Kensington Publishing Corporation,250-499,3
Kent State University Press,<250,1
Kent State University Press (OH),<250,1
Kessinger Publishing,250-499,1
Kessinger Publishing,<250,10
KiWi,750-999,1
Kids Can Press,<250,1
Kiepenheuer & Witsch,250-499,2
Kiepenheuer & Witsch,<250,1
Kindle,<250,1
Kingfisher,250-499,2
Kingfisher,<250,4
Klett,<250,1
Klincksieck,<250,1
Knopf,250-499,3
Knopf,500-749,2
Knopf,<250,8
Knopf Books for Young Readers,250-499,1
Knopf Books for Young Readers,750-999,1
Knopf Books for Young Readers,<250,4
Knopf Doubleday Publishing Group,250-499,1
Knopf Publishing Group,250-499,8
Knopf Publishing Group,500-749,3
Knopf Publishing Group,750-999,1
Knopf Publishing Group,<250,3
Knowledge Products,<250,1
Kodansha,250-499,2
Kodansha,<250,2
Kodansha America,250-499,1
Kodansha America,<250,1
Kodansha International,<250,2
Konemann,>=1000,1
Krause Publications,<250,1
Kregel Academic & Professional,<250,1
Kregel Publications,250-499,1
Kuperard,<250,1
Kyle Books,250-499,1
Kyle Books,<250,1
L.A. Weekly Books,250-499,1
LGF,250-499,1
LSU Press,750-999,1
LWW,250-499,1
LWW,>=1000,1
La factoría de ideas,250-499,1
Laffont,500-749,1
Lama Foundation (San Cristobal  NM),250-499,1
Lantern Books,<250,1
Large Print Press,250-499,1
Large Print Press,500-749,1
Lark Books,250-499,1
Lark Books,<250,1
Larousse,250-499,1
Larousse Kingfisher Chambers,<250,1
Lasser Press,500-749,1
Laurel,250-499,1
Laurel,<250,1
Laurel Leaf,250-499,2
Laurel Leaf,<250,6
Laurel Leaf Books,250-499,1
Laurel Leaf Library,250-499,5
Laurel Leaf Library,<250,4
Laurel Press,<250,1
Laurel-Leaf Books,<250,1
Lawbook Exchange  Ltd.,<250,1
Lawrence Hill Books,250-499,1
Le Livre de Poche,250-499,2
Le Livre de Poche,500-749,2
Le Livre de Poche,750-999,2
Le Livre de Poche,<250,1
Le Livre de Poche,>=1000,1
Learning Matters,<250,1
Lectorum,250-499,1
Lectorum Publications,<250,1
Leete's Island Books,<250,1
Legend,250-499,1
Leisure,250-499,1
Leisure Books,250-499,20
Leisure Books,<250,3
Lerner Publications,<250,4
Let's Go Publications,750-999,1
Libraries Unlimited,<250,1
Library of America,500-749,4
Library of America,750-999,17
Library of America,>=1000,31
Library of America (NY),750-999,1
Library of American Comics,250-499,1
Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN),<250,1
Libros para ninos,<250,1
Liguori Publications,250-499,1
Limelight,250-499,1
Limelight Editions,250-499,1
Limitless Corporation,250-499,1
Lions,<250,1
Lippincott Williams & Wilkins,250-499,1
List,250-499,2
List,<250,1
List Taschenbuch,250-499,1
Listening Library,<250,3
Listening Library (Audio),<250,5
Literatura Random House,250-499,1
Little  Brown,250-499,2
Little  Brown & Company,250-499,2
Little  Brown & Company,750-999,3
Little  Brown & Company,<250,4
Little  Brown & Company (Boston/Toronto),750-999,1
Little  Brown & Company (Boston/Toronto),>=1000,1
Little  Brown Book Group,250-499,6
Little  Brown Book Group,500-749,4
Little  Brown Book Group,<250,3
Little  Brown Books for Young Readers,250-499,4
Little  Brown Books for Young Readers,<250,17
Little  Brown Young Readers,<250,4
Little  Brown and Company,250-499,15
Little  Brown and Company,500-749,1
Little  Brown and Company,750-999,2
Little  Brown and Company,<250,5
Little Apple,<250,1
Little Bookroom,<250,1
Little Brown,250-499,1
Little Brown,750-999,1
Little Brown and Company,250-499,11
Little Brown and Company,<250,2
Little Simon,<250,2
Live Oak Media,<250,1
Liveright,<250,1
Liveright Publishing Corp.,<250,1
Liveright/W.W. Norton & Company  Inc.,>=1000,1
Living Books,250-499,1
Livre de Poche,250-499,2
Livre de Poche,<250,1
Llewellyn Publications,250-499,1
Llewellyn Publications,<250,1
Llewellyn Publications,>=1000,1
Lodestar Books,<250,1
Loeb Classical Library,250-499,2
Loeb Classical Library,500-749,3
Loeb Classical Library 307,500-749,1
Loeb Classical Library 443,250-499,1
Loeb Classical Library/Harvard University Press,500-749,1
London : Collins  2004.,<250,1
London : Faber  2002,<250,1
Lone Oak Press,<250,1
Lonely Planet,250-499,2
Lonely Planet,750-999,1
Lonely Planet,<250,3
Lonely Planet,>=1000,1
Longman,<250,1
Longman Publishing Group,250-499,1
Longman Publishing Group,500-749,2
Longman Publishing Group,750-999,3
Longman Publishing Group,>=1000,1
Longman Schools Division (a Pearson Education Company),500-749,1
Longmeadow Press,500-749,1
Loose Id  LLC,250-499,1
Love Inspired,250-499,1
Love Spell,250-499,9
Loveswept,<250,1
Loyola Classics,250-499,1
Loyola Press (Chicago),<250,1
Luath Press Ltd,<250,1
Lucas Books,250-499,1
Lucent Books,<250,2
Lulu Press,250-499,1
Lulu.com,250-499,1
Lulu.com,<250,1
Lumen,250-499,1
Luna,250-499,1
Luna,500-749,1
Luna Books,250-499,7
Luna Books,500-749,3
Lyons Press,250-499,2
Lübbe,250-499,1
Lübbe,500-749,2
Lübbe,750-999,2
MIRA,250-499,6
MIRA,<250,3
MIT Press,250-499,3
MIT Press,500-749,1
MIT Press,<250,4
MIT Press (Cambridge  MA),250-499,1
MIT Press (MA),250-499,1
MJF Books,250-499,1
MONDIAL,250-499,2
MONDIAL,<250,2
MTV Books,250-499,1
MTV Books,<250,2
MacAdam/Cage,500-749,1
MacMillan,250-499,2
MacMillan Audio,<250,3
MacMillan Children's Books,<250,1
MacMillan General Books,250-499,1
MacMillan General Books,500-749,1
MacMillan General Books,>=1000,1
MacMillan Publishing Company,250-499,1
MacMillan Publishing Company,<250,1
MacMillan UK,<250,1
Macmillan,<250,2
Macmillan Audio,<250,7
Macmillan Children's Books,<250,1
Macmillan Publ. Co.,250-499,1
Macmillan Publishing Company/Collier Books,<250,1
Main Street Books,250-499,2
Malhavoc Press,<250,1
Management Books 2000,250-499,1
Manchester University Press,500-749,1
Manesse Verlag,750-999,1
Manning Publications,250-499,1
Manning Publications,500-749,1
Margaret K. McElderry Books,250-499,2
Margaret K. McElderry Books,<250,2
Mariner Books,250-499,91
Mariner Books,500-749,16
Mariner Books,750-999,1
Mariner Books,<250,38
Mariner Books,>=1000,4
Mariner Books / Harvest Books,250-499,1
Marion Boyars Publishers,250-499,1
Marion Boyars Publishers,500-749,1
Marion Boyars Publishers Ltd,250-499,1
Marion Boyars Publishers Ltd,<250,1
Mark Cahill Ministries,250-499,1
Marlowe & Company,250-499,1
Marshall Cavendish Editions,750-999,1
Marsilio Publishers,<250,1
Martínez Roca,<250,1
Marvel,250-499,1
Marvel,<250,19
Marvel,>=1000,1
Marvel Comics,250-499,2
Marvel Comics,<250,1
Marvel Comics Group,250-499,3
Marvel Comics Group,<250,4
Material World,250-499,1
Maxima New Media,<250,1
Mayfield Publishing Company (NY),<250,1
McClelland & Stewart,250-499,1
McClelland & Stewart,<250,1
McClelland and Stewart,250-499,1
McDougal Littel,750-999,1
McFarland & Company,250-499,1
McGraw-Hill,250-499,1
McGraw-Hill,500-749,1
McGraw-Hill,<250,1
McGraw-Hill Companies,250-499,3
McGraw-Hill Companies,750-999,1
McGraw-Hill Companies,<250,2
McGraw-Hill Education,250-499,4
McGraw-Hill Education,<250,4
McGraw-Hill Humanities/Social Sciences/Languages,250-499,1
McGraw-Hill Humanities/Social Sciences/Languages,500-749,1
McGraw-Hill Humanities/Social Sciences/Languages,750-999,1
McGraw-Hill Medical Publishing,>=1000,1
McGraw-Hill Professional Publishing,<250,1
McGraw-Hill Professional Publishing,>=1000,1
McGraw-Hill Science/Engineering/Math,750-999,1
McGraw-Hill/Glencoe,<250,1
McSweeney's,250-499,7
McSweeney's,<250,5
Meisha Merlin Publishing,250-499,1
Meisha Merlin Publishing,500-749,3
Mel Bay Publications  Inc.,<250,1
Melodrama Publishing,250-499,1
Melville House Publishing,<250,2
Meredith Corporation,<250,1
Merlin Publishing,<250,1
Mestas Ediciones,250-499,1
Methuen Drama,<250,1
Methuen Publishing,<250,3
MetroBooks (NY),500-749,1
MetroBooks (NY),<250,1
Metropolitan Books,250-499,1
Metropolitan Books/Henry Holt & Co. (NY),<250,1
Michael Joseph,250-499,1
Michael Joseph Ltd./Penguin Books Ltd.,250-499,1
Michael O'Mara,<250,1
Michael O'Mara Books,<250,1
Microsoft Press,250-499,2
Microsoft Press,750-999,2
Middlesex University Press,250-499,1
Middleway Press,<250,1
Midnight Ink,<250,1
Mikaya Press,<250,1
Millenium,250-499,1
Millenium,<250,1
Millipede Press,250-499,1
Mills & Boon,250-499,1
Minnesota Heritage Publishing,250-499,1
Minnesota Historical Society Press,250-499,2
Minotaur Books,250-499,9
Minotaur Books,500-749,1
Mira,250-499,3
Mira (Mills and Boon),250-499,1
Mira Books,250-499,7
Mira Books,500-749,2
Mira Books,<250,2
Mira books,250-499,1
Miramax,250-499,1
Miramax,500-749,1
Miramax,750-999,1
Miramax Books,250-499,2
Miramax Books,500-749,1
Miramax Books,<250,1
Mirrorstone,<250,1
Modern Language Association of America,<250,1
Modern Library,250-499,32
Modern Library,500-749,17
Modern Library,750-999,6
Modern Library,<250,18
Modern Library,>=1000,9
Modern Library (NY),250-499,1
Modern Library Classics,500-749,1
Modern Library Classics,750-999,1
Modern Library/Random House (NY),250-499,1
Modern Library/Random House (NY),>=1000,1
Modern Publishing,<250,1
